Total Reviews,Average Rating,Product with Most Reviews,Category with Highest Avg. Discount
1465,4.093788395904436,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution","Home&Kitchen|Heating,Cooling&AirQuality|AirConditioners|Split-SystemAirConditioners"
